islem_id,zaman_damgasi,kullanici_id,tutar,alici_adi,kategori,sehir,ulke,cihaz_id,ip_adresi,hesap_yasi_gun,is_fraud,islem_kanali,kullanici_ortalama_harcama,dolandiricilik_mi
51883a26-8ca3,2026-04-15 22:09:10,USR-0014,165.31,Shell,Yakıt,İstanbul,Türkiye,5be6128e,125.34.16.237,714,0,API,211.54,0
4fb67094-123c,2026-05-03 18:19:40,USR-0079,427.53,Netflix,Eğlence,Adana,Türkiye,8dcdcd03,149.173.229.231,1179,0,API,470.98,0
076c108d-214c,2026-05-02 03:17:26,USR-0490,63.71,Shell,Yakıt,Bursa,Türkiye,1dba1267,17.157.85.238,1447,0,Hızlı QR,94.63,0
6d2cdbf9-160b,2026-04-11 00:53:11,USR-0375,245.95,BiTaksi,Ulaşım,Bursa,Türkiye,409d3602,60.136.148.211,1369,0,Web Sitesi,223.74,0
d143e0a2-5513,2026-05-05 19:31:55,USR-0409,451.84,Netflix,Eğlence,Ankara,Türkiye,517400f8,96.160.220.132,1757,0,API,499.72,0
d0170108-17c9,2026-04-28 12:02:49,USR-0395,3665.78,A101,Market,İstanbul,Türkiye,30cbd755,167.126.14.224,777,0,Mobil Uygulama,182.02,0
a4f89e23-af39,2026-04-10 14:47:32,USR-0332,518.97,CarrefourSA,Market,İstanbul,Türkiye,8edddfcd,157.201.14.168,368,0,Mobil Uygulama,393.4,0
24caf1b8-394a,2026-04-28 17:41:54,USR-0472,121.75,Opet,Yakıt,İstanbul,Türkiye,ded255d0,216.65.247.221,1624,0,Hızlı QR,211.21,0
ead1d758-b319,2026-04-23 12:55:19,USR-0251,413.94,N11,Alışveriş,İzmir,Türkiye,e82c7d7b,148.200.226.191,1239,0,API,432.63,0
79af8348-10bb,2026-04-27 21:35:08,USR-0217,431.75,BIM,Market,Antalya,Türkiye,b227462c,94.162.60.88,50,0,Web Sitesi,475.73,0
c497d0a8-4842,2026-04-28 06:51:29,USR-0175,508.44,Trendyol,Alışveriş,Bursa,Türkiye,adf4e62d,40.39.57.41,1145,0,Web Sitesi,363.74,0
b6da99cd-d14b,2026-04-30 13:16:37,USR-0043,457.15,BP,Yakıt,İstanbul,Türkiye,ff50bde4,165.54.195.45,323,0,API,437.5,0
4d579d00-cadc,2026-05-02 21:26:03,USR-0066,272.46,Martı,Ulaşım,Ankara,Türkiye,3da9c2a9,14.105.190.137,1796,0,Web Sitesi,169.28,0
3e628981-9ef1,2026-05-04 13:29:49,USR-0040,305.46,Netflix,Eğlence,Bursa,Türkiye,beb79919,7.219.231.62,827,0,API,454.02,0
d05cc78d-354f,2026-04-24 12:39:04,USR-0417,425.79,Petrol Ofisi,Yakıt,İzmir,Türkiye,03edd1f8,155.151.239.220,481,0,Hızlı QR,399.08,0
8b661d1f-579a,2026-04-27 00:41:47,USR-0380,145.87,Turkish Airlines,Ulaşım,Bursa,Türkiye,9f64eeed,139.19.213.5,305,0,Web Sitesi,56.91,0
92fe00e8-b63f,2026-04-09 16:13:34,USR-0214,244.92,Martı,Ulaşım,İstanbul,Türkiye,e4855aa1,172.234.34.26,687,0,Hızlı QR,236.69,0
8e1a3a51-534b,2026-05-04 15:23:34,USR-0320,528.53,BIM,Market,İzmir,Türkiye,0ba6eab9,92.126.108.56,156,0,Hızlı QR,421.98,0
11d1ce50-67e2,2026-04-14 10:43:49,USR-0095,94.46,Steam,Eğlence,Bursa,Türkiye,23e2fcb4,152.64.19.255,831,0,Mobil Uygulama,146.19,0
0fbd4c81-a900,2026-04-21 18:55:51,USR-0007,280.41,Getir Yemek,Gıda,Antalya,Türkiye,23900c1d,208.1.130.148,1340,0,API,139.48,0
880061b6-73f6,2026-04-13 00:25:12,USR-0309,561.37,Turkish Airlines,Ulaşım,İzmir,Türkiye,5a104129,60.158.68.7,551,0,Hızlı QR,331.48,0
510c8c48-e09e,2026-04-15 09:26:27,USR-0494,166.24,Turkish Airlines,Ulaşım,Bursa,Türkiye,965befdf,51.125.191.211,938,0,Hızlı QR,202.52,0
5821b9f8-ea45,2026-04-26 23:57:59,USR-0418,366.32,Spotify,Eğlence,Antalya,Türkiye,def57689,196.8.80.105,458,0,Mobil Uygulama,410.87,0
d8feb8de-6779,2026-05-05 13:54:40,USR-0224,496.33,CarrefourSA,Market,İzmir,Türkiye,6d3ee1dc,82.211.235.235,1644,0,Mobil Uygulama,350.99,0
f7c8435f-8c83,2026-04-08 22:11:10,USR-0012,304.85,Spotify,Eğlence,Ankara,Türkiye,371ecd7b,86.253.221.51,1573,0,Web Sitesi,146.89,0
07fbb920-dd9d,2026-04-11 05:16:50,USR-0011,187.89,A101,Market,Adana,Türkiye,6c307511,118.78.236.76,579,0,Web Sitesi,240.18,0
61ae3f21-67f1,2026-04-21 08:07:04,USR-0005,21.39,PlayStation Store,Eğlence,İstanbul,Türkiye,17fc695a,22.194.72.55,457,0,API,63.41,0
8e301bcc-302f,2026-04-14 07:30:36,USR-0284,449.72,Shell,Yakıt,Antalya,Türkiye,5cb85aed,55.14.244.237,1423,0,API,477.89,0
df6b9b3f-ff59,2026-04-26 03:35:14,USR-0479,64.93,Turkish Airlines,Ulaşım,Antalya,Türkiye,1fa382e8,136.152.0.113,1614,1,Web Sitesi,69.51,1
24dcea07-0405,2026-04-06 10:59:27,USR-0456,157.66,Amazon,Alışveriş,Ankara,Türkiye,e726be23,191.147.14.173,1956,0,API,249.52,0
15ac80e4-22c2,2026-04-27 02:18:21,USR-0224,250.58,Spotify,Eğlence,İzmir,Türkiye,6d3ee1dc,90.157.96.56,1644,1,Hızlı QR,350.99,1
9abbe46b-b205,2026-04-28 00:47:04,USR-0351,247.21,BP,Yakıt,Adana,Türkiye,44007d5a,205.112.57.155,500,0,Web Sitesi,323.99,0
d1f03374-8d53,2026-04-27 22:52:50,USR-0214,233.22,BIM,Market,İstanbul,Türkiye,e4855aa1,27.94.173.68,687,0,API,236.69,0
01e6ee9a-9ac5,2026-04-16 20:28:48,USR-0145,490.02,Uber,Ulaşım,Ankara,Türkiye,0b49452d,143.38.233.80,494,0,API,466.59,0
8bd18d4b-ed33,2026-04-30 06:01:45,USR-0052,206.51,A101,Market,Bursa,Türkiye,c0398710,130.36.61.65,1488,0,API,51.46,0
5e5b2ad8-b473,2026-04-07 17:35:19,USR-0010,291.63,Petrol Ofisi,Yakıt,İstanbul,Türkiye,c241330b,94.209.111.103,336,0,Hızlı QR,391.46,0
86c2ad8f-bb36,2026-04-09 18:45:11,USR-0258,466.72,Netflix,Eğlence,Bursa,Türkiye,6bebac31,197.30.32.95,901,0,Hızlı QR,368.29,0
e3d1803c-85fa,2026-04-28 11:09:46,USR-0115,163.6,Hepsiburada,Alışveriş,Adana,Türkiye,82010c62,143.177.222.163,657,0,Hızlı QR,185.0,0
f5dd7f92-a9ea,2026-04-28 19:55:07,USR-0286,169.48,Opet,Yakıt,Bursa,Türkiye,2d174fc9,147.255.254.214,1217,0,Mobil Uygulama,174.42,0
88f7f097-57f2,2026-05-05 15:42:54,USR-0493,320.68,Migros,Market,Bursa,Türkiye,b24cc64f,191.0.249.40,477,0,Mobil Uygulama,253.2,0
92ef63c1-781f,2026-04-27 22:27:41,USR-0053,56.25,Migros,Market,Adana,Türkiye,5715bd6f,189.120.246.198,1035,0,Mobil Uygulama,168.53,0
4b6c14e4-cc58,2026-04-23 00:38:52,USR-0186,239.08,Yemeksepeti,Gıda,Antalya,Türkiye,f0b5156b,34.66.200.251,1686,0,API,200.83,0
c8f72c2d-ba1a,2026-05-04 21:46:11,USR-0079,487.63,Martı,Ulaşım,Adana,Türkiye,8dcdcd03,1.31.114.38,1179,0,Hızlı QR,470.98,0
0d36f5e4-92a6,2026-04-28 20:44:41,USR-0497,267.68,Amazon,Alışveriş,İzmir,Türkiye,f065c817,146.172.21.166,322,0,Web Sitesi,218.44,0
20775ce4-151f,2026-04-07 05:16:38,USR-0088,280.79,Steam,Eğlence,Antalya,Türkiye,1825bc54,12.114.17.148,874,1,Hızlı QR,251.88,1
4674a0eb-47ed,2026-04-18 03:08:00,USR-0272,334.06,Trendyol,Alışveriş,Ankara,Türkiye,edcb8cb6,208.116.89.221,1484,1,Web Sitesi,88.53,1
977e3f2c-e8fe,2026-04-11 07:26:14,USR-0407,419.14,Martı,Ulaşım,Adana,Türkiye,3d225c30,190.74.251.150,1423,0,Mobil Uygulama,482.91,0
c853bc55-42e1,2026-04-23 20:16:56,USR-0265,334.61,Netflix,Eğlence,Ankara,Türkiye,3d114802,159.8.231.175,1177,0,Hızlı QR,387.71,0
08789ef0-dcac,2026-04-14 16:07:50,USR-0202,263.38,Migros,Market,Bursa,Türkiye,f5b78cc7,37.102.213.98,1483,0,Web Sitesi,325.69,0
277664d0-d25c,2026-04-12 22:29:30,USR-0366,255.42,BIM,Market,Antalya,Türkiye,7135f221,175.77.183.157,1361,0,API,310.97,0
b9db1388-70af,2026-04-24 11:53:40,USR-0156,4238.25,Martı,Ulaşım,Ankara,Türkiye,ae9bec36,141.126.173.74,580,0,Hızlı QR,229.31,0
0de84b63-5856,2026-05-03 22:36:32,USR-0359,95.94,N11,Alışveriş,Bursa,Türkiye,bc0a6a5d,135.108.115.161,1138,0,Web Sitesi,159.68,0
79ea5621-6614,2026-04-08 10:40:00,USR-0227,181.04,Martı,Ulaşım,Antalya,Türkiye,c074718e,46.244.78.144,816,0,API,62.13,0
797eb3e4-63db,2026-04-24 07:58:21,USR-0276,233.92,BP,Yakıt,İstanbul,Türkiye,3e2b6091,123.122.85.254,463,0,Web Sitesi,91.87,0
72e5e892-cc1c,2026-04-06 11:17:39,USR-0262,364.51,MediaMarkt,Teknoloji,Bursa,Türkiye,f510ab53,52.52.62.15,1223,0,Hızlı QR,421.58,0
18ecde2b-0a80,2026-05-01 15:15:46,USR-0408,172.34,MediaMarkt,Teknoloji,İzmir,Türkiye,db23aa8c,219.82.143.72,628,0,Web Sitesi,255.58,0
dbbd3290-a6ed,2026-04-26 20:32:23,USR-0259,427.35,Netflix,Eğlence,Ankara,Türkiye,78660765,125.20.208.94,1987,0,Hızlı QR,380.21,0
a7830a8f-415e,2026-04-18 20:39:09,USR-0388,387.35,Uber,Ulaşım,Bursa,Türkiye,3985fb62,157.130.205.156,83,0,API,442.57,0
c53f4f7e-96b6,2026-04-17 15:11:11,USR-0121,184.28,CarrefourSA,Market,İzmir,Türkiye,90b2b633,98.179.2.59,1717,0,Hızlı QR,120.99,0
ac3cbe34-02b5,2026-04-14 15:05:27,USR-0294,198.24,BiTaksi,Ulaşım,Antalya,Türkiye,ab0e664e,68.89.83.44,990,0,API,177.95,0
1a99aae0-8677,2026-04-06 11:24:31,USR-0299,207.33,Yemeksepeti,Gıda,Adana,Türkiye,8e485223,150.127.62.186,320,0,API,358.9,0
316da914-407c,2026-04-16 13:06:40,USR-0042,426.83,Netflix,Eğlence,Antalya,Türkiye,956269f0,69.226.93.183,1557,0,API,272.08,0
e4db04c8-a817,2026-04-08 15:44:42,USR-0190,434.53,Turkish Airlines,Ulaşım,İstanbul,Türkiye,1fe771d6,172.249.109.26,1824,0,API,254.94,0
21419a14-9acc,2026-04-11 17:15:22,USR-0226,402.51,Turkish Airlines,Ulaşım,Bursa,Türkiye,dc8aee30,43.211.63.190,1284,0,API,463.79,0
4b68d94d-40da,2026-04-11 06:36:59,USR-0365,337.95,Trendyol,Alışveriş,İzmir,Türkiye,2cd94cbb,18.108.64.35,1725,0,Mobil Uygulama,376.72,0
c4f4b844-46c1,2026-04-27 21:46:22,USR-0081,441.96,MediaMarkt,Teknoloji,Bursa,Türkiye,0f1259e0,52.178.167.59,399,0,Mobil Uygulama,413.37,0
46fc4ff2-12f1,2026-04-18 09:17:29,USR-0293,129.61,Shell,Yakıt,Bursa,Türkiye,c01f36bf,188.63.227.179,35,0,Web Sitesi,96.16,0
421becca-0f60,2026-04-24 18:12:48,USR-0151,470.17,Amazon,Alışveriş,Ankara,Türkiye,093923de,202.135.130.38,231,0,Web Sitesi,404.32,0
fabb6609-7de1,2026-04-14 12:46:32,USR-0458,416.32,Petrol Ofisi,Yakıt,Adana,Türkiye,3810ae66,207.36.29.135,1856,0,Web Sitesi,215.3,0
24d4d5a3-1bc2,2026-04-14 13:22:22,USR-0281,236.49,Shell,Yakıt,Adana,Türkiye,11a72609,7.115.53.19,637,0,Mobil Uygulama,254.19,0
e9a0c20d-1b33,2026-04-16 11:54:41,USR-0461,11.42,BP,Yakıt,Bursa,Türkiye,2303f6c6,24.73.178.134,444,0,API,91.25,0
9243a301-1206,2026-04-10 21:48:39,USR-0071,115.24,Teknosa,Teknoloji,Antalya,Türkiye,2a45c2ab,190.68.170.115,517,0,API,253.17,0
a7222ea2-261b,2026-04-06 19:20:07,USR-0046,245.06,A101,Market,Bursa,Türkiye,28f49481,130.107.230.32,968,0,API,318.15,0
546fcba3-b336,2026-04-24 20:25:09,USR-0491,430.44,Turkish Airlines,Ulaşım,İstanbul,Türkiye,899ca782,208.30.87.84,1343,0,Hızlı QR,433.76,0
7d9d2b3b-c55f,2026-04-30 21:56:14,USR-0293,275.62,Martı,Ulaşım,Bursa,Türkiye,d8139af7,178.62.65.179,35,0,Mobil Uygulama,96.16,0
f443864c-6269,2026-05-02 02:46:06,USR-0278,259.94,Apple,Teknoloji,Adana,Türkiye,ce3714af,158.218.44.200,979,1,Web Sitesi,311.7,1
fdd99681-ef5e,2026-04-11 18:41:06,USR-0493,275.58,Steam,Eğlence,Bursa,Türkiye,b24cc64f,51.97.137.4,477,0,Web Sitesi,253.2,0
f5757b77-ff3c,2026-04-25 08:13:22,USR-0228,302.33,Steam,Eğlence,Antalya,Türkiye,46fde062,151.97.251.116,65,0,API,303.98,0
1498d0dd-570e,2026-05-01 20:21:27,USR-0175,6223.21,Trendyol,Alışveriş,Bursa,Türkiye,adf4e62d,171.40.234.236,1145,1,API,363.74,1
f7aeede8-0a11,2026-04-15 18:07:31,USR-0278,430.54,Yemeksepeti,Gıda,Adana,Türkiye,ce3714af,44.57.101.80,979,0,Web Sitesi,311.7,0
1b552618-e57e,2026-04-20 09:40:55,USR-0488,750.28,Trendyol,Alışveriş,Bursa,Türkiye,1dde7969,150.254.34.89,1096,0,Mobil Uygulama,497.58,0
701fb3ea-a1fe,2026-04-29 12:17:25,USR-0030,247.54,BP,Yakıt,Adana,Türkiye,451b4cf3,180.122.105.164,1412,0,Mobil Uygulama,300.63,0
ff12fe28-b840,2026-04-07 15:03:51,USR-0193,67.46,Migros,Market,Ankara,Türkiye,8dedf9fb,159.79.150.12,1418,0,Mobil Uygulama,116.41,0
a4b65cfa-8a61,2026-04-24 18:25:11,USR-0253,310.66,Teknosa,Teknoloji,İstanbul,Türkiye,6db99102,60.193.115.72,887,0,Mobil Uygulama,206.24,0
5674b9e2-0e59,2026-04-06 16:36:05,USR-0034,529.1,Amazon,Alışveriş,İstanbul,Türkiye,ce177b4e,160.175.94.74,1171,0,API,460.91,0
a762b59c-ce9e,2026-04-25 13:55:25,USR-0494,387.19,Apple,Teknoloji,Bursa,Türkiye,965befdf,157.85.240.163,938,0,Web Sitesi,202.52,0
3ba4f2ba-9450,2026-05-01 22:36:43,USR-0291,357.4,N11,Alışveriş,İstanbul,Türkiye,3ed8c56c,209.46.26.19,1438,0,Mobil Uygulama,299.01,0
78a1d988-04e1,2026-04-12 18:26:15,USR-0073,263.34,Opet,Yakıt,Antalya,Türkiye,edcd465e,209.119.53.30,1215,0,Web Sitesi,299.26,0
03ad702e-216a,2026-04-17 16:13:06,USR-0232,260.94,Netflix,Eğlence,İzmir,Türkiye,e49d681d,104.204.160.192,1811,0,API,201.88,0
74c88361-18e8,2026-04-20 19:32:48,USR-0086,313.56,Netflix,Eğlence,Adana,Türkiye,93829b43,132.23.225.170,1774,0,API,202.69,0
cc96bf43-9850,2026-04-11 01:21:27,USR-0180,7913.46,CarrefourSA,Market,İzmir,Türkiye,587ef344,132.9.254.253,890,1,Hızlı QR,179.11,1
d5fd46d7-cfbf,2026-04-15 17:34:00,USR-0063,350.74,CarrefourSA,Market,Adana,Türkiye,7d154385,197.155.168.37,151,0,Hızlı QR,268.7,0
937292e6-af20,2026-04-21 15:14:01,USR-0411,262.26,Petrol Ofisi,Yakıt,Antalya,Türkiye,fd08b32c,6.146.157.183,615,0,Hızlı QR,211.53,0
2c6710bd-97d4,2026-04-16 05:54:21,USR-0340,522.77,Petrol Ofisi,Yakıt,Bursa,Türkiye,43bfd931,39.186.75.78,1136,1,Web Sitesi,416.1,1
2b056167-6a47,2026-04-19 04:34:54,USR-0002,277.13,Teknosa,Teknoloji,İzmir,Türkiye,23b8c1e9,138.143.117.218,295,1,Mobil Uygulama,160.2,1
0a6b3e3d-94fd,2026-04-27 04:33:00,USR-0391,228.89,Amazon,Alışveriş,Adana,Türkiye,eec259dc,88.18.135.248,211,0,Mobil Uygulama,90.67,0
14aa3ca3-7ca9,2026-04-13 13:16:08,USR-0064,459.5,BP,Yakıt,Antalya,Türkiye,5cec4eb5,75.123.128.15,272,0,Hızlı QR,394.63,0
e30cdee2-97fe,2026-04-10 05:19:47,USR-0005,46.7,PlayStation Store,Eğlence,İstanbul,Türkiye,17fc695a,62.118.253.1,457,1,Web Sitesi,63.41,1
455cf668-a3cb,2026-04-12 01:18:47,USR-0099,512.61,Steam,Eğlence,Adana,Türkiye,a6f2f7b8,14.151.174.41,1148,0,Web Sitesi,497.94,0
b11184e7-9c4c,2026-04-17 12:13:24,USR-0144,608.88,Trendyol,Alışveriş,Bursa,Türkiye,a2607723,75.133.32.175,1544,0,Mobil Uygulama,488.23,0
a08fa1c6-1688,2026-04-30 03:53:02,USR-0446,152.04,BP,Yakıt,Adana,Türkiye,b0b862ef,174.104.219.108,296,1,Web Sitesi,233.73,1
3c52d68a-8ec6,2026-04-22 18:45:05,USR-0034,497.78,Samsung,Teknoloji,Ankara,Türkiye,ce177b4e,96.195.245.229,1171,0,Mobil Uygulama,460.91,0
8a2b466e-fc9d,2026-04-23 11:07:06,USR-0374,328.02,BIM,Market,Bursa,Türkiye,c5346e41,141.81.167.44,1671,0,Web Sitesi,367.35,0
cbeed3e3-1cd8,2026-04-19 07:31:59,USR-0348,5416.92,MediaMarkt,Teknoloji,İstanbul,Türkiye,96fc734d,111.151.49.234,1134,1,API,141.6,1
ec344cf0-ab8e,2026-04-30 01:07:10,USR-0166,167.5,N11,Alışveriş,Ankara,Türkiye,28c13091,87.78.240.116,1461,0,Hızlı QR,164.63,0
5594552b-405a,2026-04-19 17:35:49,USR-0265,9347.13,Migros,Market,Ankara,Türkiye,3d114802,157.0.94.236,1177,1,Web Sitesi,387.71,1
ecc3b699-0d6d,2026-04-07 23:56:28,USR-0172,476.37,Netflix,Eğlence,İzmir,Türkiye,6601ddd0,5.67.173.106,265,0,Web Sitesi,348.52,0
1223d906-1db6,2026-04-07 07:20:10,USR-0128,341.28,Burger King,Gıda,İzmir,Türkiye,19985f15,222.59.249.5,1479,0,Hızlı QR,322.17,0
32e15f17-6b47,2026-05-04 16:01:33,USR-0246,66.2,Amazon,Alışveriş,Antalya,Türkiye,45df16b6,186.108.2.220,648,0,Hızlı QR,61.56,0
3a4fece7-537d,2026-04-17 01:30:57,USR-0491,297.77,Shell,Yakıt,İstanbul,Türkiye,899ca782,90.103.246.192,1343,0,Hızlı QR,433.76,0
12d2d7e6-387d,2026-04-15 14:26:17,USR-0308,169.28,Teknosa,Teknoloji,Adana,Türkiye,ff233d5f,31.128.68.156,1572,0,Mobil Uygulama,94.66,0
3756999b-251a,2026-04-08 12:46:57,USR-0032,217.62,PlayStation Store,Eğlence,İstanbul,Türkiye,5304317f,207.163.210.65,75,0,Hızlı QR,153.07,0
752e7613-22eb,2026-04-14 12:55:42,USR-0032,369.4,A101,Market,İstanbul,Türkiye,5304317f,187.121.146.31,75,0,Mobil Uygulama,153.07,0
083759f8-2090,2026-04-18 23:41:22,USR-0347,300.66,Netflix,Eğlence,Bursa,Türkiye,43b9da13,131.209.85.118,1566,0,Hızlı QR,331.43,0
772d416d-da05,2026-04-19 12:24:01,USR-0211,473.78,Starbucks,Gıda,İzmir,Türkiye,935f2b0a,21.122.123.46,175,0,API,451.86,0
9a87e357-4b8f,2026-04-22 13:46:04,USR-0318,266.25,Steam,Eğlence,Ankara,Türkiye,5c62b3a2,106.184.14.68,1125,0,Mobil Uygulama,241.31,0
3acdc514-dae1,2026-05-03 23:01:59,USR-0053,326.27,Netflix,Eğlence,Adana,Türkiye,5715bd6f,95.79.69.178,1035,0,Web Sitesi,168.53,0
7677a166-d644,2026-04-16 09:38:48,USR-0182,239.27,N11,Alışveriş,Bursa,Türkiye,1d9af659,126.219.49.72,1393,0,API,248.8,0
9457f388-6f2a,2026-04-17 20:50:44,USR-0066,197.18,BP,Yakıt,Ankara,Türkiye,3da9c2a9,114.98.46.13,1796,0,Hızlı QR,169.28,0
faed5777-6af3,2026-05-03 17:52:57,USR-0076,497.63,Hepsiburada,Alışveriş,Antalya,Türkiye,5f987c71,94.31.44.52,155,0,Hızlı QR,436.84,0
64f22a7c-87f7,2026-04-30 08:55:38,USR-0348,160.26,Starbucks,Gıda,İstanbul,Türkiye,96fc734d,19.34.207.58,1134,0,Web Sitesi,141.6,0
8ef90060-1545,2026-04-27 20:36:18,USR-0217,431.08,Opet,Yakıt,Antalya,Türkiye,b227462c,189.3.3.235,50,0,Web Sitesi,475.73,0
3d333164-4bb8,2026-04-16 11:28:07,USR-0097,188.75,Turkish Airlines,Ulaşım,Bursa,Türkiye,134c6c92,133.206.131.37,1615,0,API,169.34,0
296be903-4e09,2026-04-06 16:01:57,USR-0494,309.88,Petrol Ofisi,Yakıt,Bursa,Türkiye,965befdf,129.143.253.135,938,0,API,202.52,0
dfcb821b-237c,2026-04-27 23:24:02,USR-0467,95.2,PlayStation Store,Eğlence,Ankara,Türkiye,c958e75e,139.214.38.160,312,0,Web Sitesi,197.85,0
a226a75b-b432,2026-04-23 21:02:38,USR-0239,153.01,Samsung,Teknoloji,Ankara,Türkiye,05000bc6,68.134.83.101,51,0,Web Sitesi,139.71,0
87ea651b-5539,2026-04-24 13:53:22,USR-0414,369.27,Turkish Airlines,Ulaşım,Antalya,Türkiye,f72169bb,91.65.251.130,1603,0,Web Sitesi,439.28,0
8add06f9-9ccc,2026-04-18 23:48:00,USR-0006,396.91,Steam,Eğlence,Ankara,Türkiye,9a1de644,141.65.227.23,64,0,Mobil Uygulama,277.41,0
bc5ad195-55f0,2026-04-09 19:47:48,USR-0324,34.52,MediaMarkt,Teknoloji,Adana,Türkiye,48ca7651,206.233.115.220,834,0,Mobil Uygulama,186.84,0
77215daa-5d97,2026-04-08 09:32:51,USR-0113,316.39,Opet,Yakıt,Adana,Türkiye,7a0ecfea,151.101.132.131,498,0,Hızlı QR,372.29,0
b47299b6-8f0c,2026-04-23 16:23:53,USR-0091,7419.62,BIM,Market,Antalya,Türkiye,a748dbcf,77.26.2.219,1345,1,Mobil Uygulama,94.06,1
8a257159-3d17,2026-04-12 14:43:38,USR-0157,522.82,Trendyol,Alışveriş,İstanbul,Türkiye,5a8aaeca,94.159.163.12,581,0,Hızlı QR,485.1,0
35b50ec5-b3ed,2026-05-04 01:21:39,USR-0410,254.55,Teknosa,Teknoloji,Bursa,Türkiye,e9d68f23,183.54.200.33,791,0,Mobil Uygulama,97.99,0
80e9b300-4471,2026-04-21 10:50:24,USR-0098,171.79,Getir Yemek,Gıda,Bursa,Türkiye,db20a56e,145.188.191.206,1436,0,Hızlı QR,178.36,0
73d12f3e-5860,2026-04-08 12:55:23,USR-0472,155.69,Spotify,Eğlence,İstanbul,Türkiye,ded255d0,19.237.60.86,1624,0,Hızlı QR,211.21,0
d34c0a09-ada5,2026-04-28 17:15:12,USR-0408,443.69,Opet,Yakıt,İzmir,Türkiye,db23aa8c,12.173.29.99,628,0,API,255.58,0
ac5dd02d-ccc6,2026-04-27 20:03:56,USR-0340,271.3,Apple,Teknoloji,Bursa,Türkiye,43bfd931,204.134.103.194,1136,0,Web Sitesi,416.1,0
1659ddcc-7537,2026-04-15 00:55:14,USR-0261,178.71,BP,Yakıt,Antalya,Türkiye,39669fa7,75.113.167.36,962,0,API,398.59,0
1bff56f4-13b2,2026-04-19 21:27:04,USR-0248,272.5,Turkish Airlines,Ulaşım,Bursa,Türkiye,cc530e36,105.202.218.72,1474,0,API,228.49,0
344a21b7-dfff,2026-04-13 01:51:06,USR-0299,308.7,Uber,Ulaşım,Adana,Türkiye,8e485223,8.92.240.121,320,0,Web Sitesi,358.9,0
8a9b7b20-aeb1,2026-04-20 03:02:23,USR-0203,139.91,Yemeksepeti,Gıda,Antalya,Türkiye,a8aa7158,207.202.142.169,1867,0,API,242.03,0
a50a0a29-bcda,2026-04-22 17:24:28,USR-0282,224.58,Spotify,Eğlence,İzmir,Türkiye,033d2bce,76.25.145.227,1487,0,Mobil Uygulama,153.74,0
3b79da1e-cd4f,2026-04-08 22:48:51,USR-0022,464.3,Hepsiburada,Alışveriş,Ankara,Türkiye,fc377a4c,174.175.224.121,788,0,API,439.92,0
a5639cf4-a7df,2026-04-25 21:07:42,USR-0255,5533.51,Petrol Ofisi,Yakıt,Adana,Türkiye,53cd6268,167.199.67.137,1749,1,API,203.55,1
d787463d-87b8,2026-05-04 16:47:02,USR-0151,347.91,Migros,Market,Ankara,Türkiye,093923de,7.169.255.159,231,0,Hızlı QR,404.32,0
ca12ba49-e5f5,2026-04-20 15:45:15,USR-0020,57.41,Samsung,Teknoloji,İstanbul,Türkiye,3139d32c,48.163.246.80,476,0,Hızlı QR,70.62,0
49c3f48b-f881,2026-04-16 21:41:34,USR-0418,498.12,BIM,Market,Adana,Türkiye,def57689,177.131.163.1,458,0,Web Sitesi,410.87,0
f4ca6e70-74b7,2026-04-13 02:17:58,USR-0468,116.3,Shell,Yakıt,Antalya,Türkiye,5da8d6d2,106.146.152.105,1768,0,Hızlı QR,51.28,0
2ce4599d-f924,2026-05-01 21:09:42,USR-0421,346.47,Apple,Teknoloji,Ankara,Türkiye,65c17795,170.157.43.30,290,0,API,356.38,0
fe67e8e9-0a88,2026-04-13 17:20:53,USR-0117,682.91,Burger King,Gıda,Antalya,Türkiye,dca02eec,40.24.36.94,160,0,API,498.24,0
34850fcd-2f3b,2026-04-27 07:08:42,USR-0240,11.56,Turkish Airlines,Ulaşım,Antalya,Türkiye,9360715f,2.35.133.137,268,0,Hızlı QR,118.57,0
5f775a7a-25df,2026-04-21 06:44:20,USR-0395,29.46,Turkish Airlines,Ulaşım,İstanbul,Türkiye,30cbd755,21.51.255.230,777,0,Web Sitesi,182.02,0
06617f95-eba1,2026-05-01 19:12:42,USR-0072,9.62,Samsung,Teknoloji,Ankara,Türkiye,9b49bd26,63.246.114.91,53,0,Hızlı QR,78.81,0
51f9cd77-ed85,2026-04-12 22:51:26,USR-0428,439.85,Petrol Ofisi,Yakıt,Antalya,Türkiye,3a3c8a71,109.76.236.238,759,0,Web Sitesi,444.41,0
f83811c5-4a32,2026-04-20 05:49:17,USR-0399,466.21,Martı,Ulaşım,Antalya,Türkiye,c9a7d91f,205.45.58.25,1279,1,Hızlı QR,441.88,1
712dd406-ec1b,2026-05-03 08:00:54,USR-0170,219.96,Teknosa,Teknoloji,İzmir,Türkiye,d20eac17,39.48.45.217,1953,0,API,244.08,0
ad91f456-23b1,2026-04-29 03:31:34,USR-0097,204.55,Amazon,Alışveriş,Bursa,Türkiye,134c6c92,6.118.243.205,1615,0,Hızlı QR,169.34,0
3869d3c9-d743,2026-04-07 02:21:42,USR-0054,153.3,BiTaksi,Ulaşım,Ankara,Türkiye,287d06ca,18.245.154.253,227,1,Mobil Uygulama,278.46,1
